Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,MontlyCharges,Churn
45,Female,12,15,8,3,68.16666667,1
34,Female,43,20,4,22,10.06976744,1
43,Female,39,2,4,10,16.71794872,1
20,Female,56,19,5,11,3.017857143,1
37,Female,34,30,4,8,24.02941176,1
36,Female,55,9,9,9,5.981818182,1
23,Female,18,19,5,15,31.88888889,1
45,Female,22,20,2,26,9.090909091,1
53,Male,54,2,2,22,15.57407407,1
19,Female,42,15,10,30,12.26190476,1
18,Male,24,14,3,7,8.625,1
49,Male,36,5,4,17,11.77777778,1
63,Male,48,17,4,17,16.29166667,1
60,Female,4,18,8,0,201.75,1
23,Female,49,29,3,9,12.97959184,1
59,Male,17,23,6,0,35.17647059,1
34,Male,40,12,6,27,24.75,1
33,Male,16,8,4,6,9,1
62,Male,16,21,9,22,57.6875,1
40,Female,14,15,9,24,20.14285714,1
25,Female,13,14,3,0,55.23076923,1
35,Female,48,22,7,16,3.0625,1
56,Female,27,15,0,4,11.25925926,1
63,Female,3,30,9,11,319,1
50,Male,31,1,5,9,7.161290323,1
62,Male,5,20,0,5,23.8,1
39,Female,20,4,4,17,6,1
65,Male,31,10,3,8,28.38709677,1
32,Male,29,28,5,5,24.55172414,1
57,Female,50,30,3,8,10.6,1
34,Male,57,24,1,24,16.14035088,1
34,Female,39,24,1,18,8.794871795,1
63,Female,1,11,2,0,605,1
18,Male,58,30,7,19,2.224137931,1
25,Female,50,12,9,22,5.8,1
49,Female,18,4,8,1,12,1
54,Male,22,13,6,0,17,1
40,Female,17,14,10,5,36.11764706,1
53,Male,20,9,2,7,31.7,1
51,Female,7,17,0,30,60,1
32,Female,27,30,10,7,20.25925926,1
61,Male,50,6,9,30,7.14,1
34,Male,25,1,5,1,8.08,1
21,Female,43,25,4,30,8.209302326,1
35,Male,53,24,2,30,4.226415094,1
21,Male,28,25,4,16,30.89285714,1
44,Male,28,16,0,29,31.25,1
42,Female,18,11,10,28,29.94444444,1
25,Female,14,3,8,13,41,1
21,Female,13,19,9,9,38.92307692,1
22,Female,34,12,10,22,17.97058824,1
47,Female,51,12,4,14,6.784313725,1
55,Male,19,28,0,6,27.63157895,1
38,Male,11,2,3,17,12.09090909,1
33,Male,56,7,10,14,9.107142857,1
54,Female,31,18,6,18,23.06451613,1
50,Female,57,28,10,11,7.859649123,1
64,Male,53,11,0,27,18.28301887,1
58,Male,58,6,9,10,6.620689655,1
52,Female,28,28,6,8,16.64285714,1
38,Female,11,27,10,7,59.81818182,1
39,Female,46,22,8,19,10.08695652,1
25,Female,15,28,0,7,51.8,1
46,Female,21,4,10,3,28.42857143,1
24,Female,19,17,7,20,8,1
33,Female,37,4,7,24,13.13513514,1
53,Male,58,23,7,6,6.724137931,1
35,Female,5,6,5,4,186.6,1
26,Female,31,22,10,28,5.483870968,1
61,Female,14,26,1,18,42.71428571,1
37,Male,5,20,1,24,162.8,1
43,Male,3,29,8,15,263,1
57,Female,23,27,7,11,9.217391304,1
36,Female,53,25,9,7,4.320754717,1
43,Female,7,5,6,17,26.42857143,1
60,Female,19,8,8,26,15.63157895,1
39,Male,37,22,4,0,17.08108108,1
59,Female,25,22,10,19,26.68,1
44,Male,21,12,5,8,41,1
64,Male,31,14,8,19,22.19354839,1
42,Male,11,30,10,22,38.45454545,1
22,Male,43,13,0,21,2.674418605,1
32,Male,22,17,6,29,5.727272727,1
60,Male,22,24,3,23,5.409090909,1
50,Male,10,3,0,25,79.4,1
36,Male,49,30,0,18,9.530612245,1
46,Female,9,21,3,10,19.77777778,1
49,Female,57,11,1,29,3.350877193,1
58,Female,3,13,4,29,219,1
29,Male,59,3,3,2,8.305084746,1
28,Female,40,6,1,14,16.4,1
40,Female,56,26,0,20,16.83928571,1
47,Male,46,18,3,22,3.152173913,1
18,Female,12,28,4,1,56.83333333,1
60,Male,51,11,4,9,14.05882353,1
60,Female,39,11,4,15,20.28205128,1
50,Female,23,25,4,29,8.869565217,1
40,Female,53,16,0,16,4.528301887,1
21,Female,16,1,6,28,20.1875,1
31,Female,38,8,10,13,10.18421053,1
60,Male,19,2,2,22,40.94736842,1
36,Female,12,7,3,9,49,1
65,Female,26,10,5,18,34.53846154,1
39,Female,24,6,7,25,28.54166667,1
21,Female,55,24,10,7,13.50909091,1
54,Female,36,3,10,11,6.916666667,1
47,Female,45,6,6,22,7.933333333,1
65,Female,50,30,10,29,2.34,1
41,Female,42,16,5,2,21.5,1
27,Male,5,18,6,10,83.2,1
61,Male,36,26,0,28,26.22222222,1
47,Female,28,26,3,30,31.42857143,1
52,Female,10,12,9,27,17.7,1
41,Female,13,11,7,18,23.38461538,1
30,Male,18,8,4,15,53.5,1
30,Female,34,13,6,23,14.85294118,1
36,Female,46,18,4,28,10.45652174,1
55,Female,16,28,4,22,39.25,1
23,Female,45,5,8,30,10.11111111,1
31,Male,16,30,9,20,35.9375,1
54,Female,9,18,9,8,82.11111111,1
30,Female,11,13,8,19,32.18181818,1
46,Female,26,21,3,4,38.03846154,1
40,Male,21,4,4,12,11.66666667,1
25,Female,46,15,4,8,19.17391304,1
22,Female,14,19,9,28,47.78571429,1
63,Female,7,9,1,13,131.5714286,1
24,Male,32,9,5,28,21.53125,1
34,Male,11,3,6,28,19.90909091,1
63,Male,4,30,0,23,198.5,1
62,Male,19,14,8,19,49.31578947,1
25,Female,17,2,10,19,46.76470588,1
53,Male,32,4,6,15,23.0625,1
48,Female,23,11,8,25,29.2173913,1
64,Female,20,18,10,9,31.35,1
52,Female,22,16,7,23,43.18181818,1
63,Female,15,27,9,16,20.53333333,1
39,Male,35,13,8,14,9.371428571,1
39,Female,23,30,5,12,29.26086957,1
20,Female,36,12,7,24,21.38888889,1
31,Female,10,9,1,12,87.6,1
18,Male,58,24,0,8,6.137931034,1
36,Female,5,25,5,1,91,1
18,Female,37,19,4,2,13.45945946,1
62,Male,46,18,7,23,13.82608696,1
49,Female,5,10,7,26,185.2,1
58,Female,37,24,3,10,12.83783784,1
36,Male,32,5,6,8,25.1875,1
31,Male,49,8,7,13,4.795918367,1
36,Female,7,24,4,17,75.42857143,1
30,Male,46,10,7,6,16.58695652,1
39,Male,48,23,7,12,14.41666667,1
27,Female,27,25,3,13,9.037037037,1
29,Female,17,13,9,18,47.70588235,1
57,Female,37,16,8,18,23.89189189,1
38,Male,25,21,8,22,31,1
49,Male,5,11,7,14,146.4,1
62,Male,53,12,7,4,11.81132075,1
59,Female,1,10,4,9,593,1
41,Male,51,27,0,30,6.274509804,1
55,Female,56,26,6,19,10.03571429,1
33,Female,42,12,7,18,10.33333333,1
38,Male,35,5,10,14,8.857142857,1
56,Female,43,25,9,24,6.23255814,1
43,Male,53,23,3,5,5.018867925,1
60,Female,55,25,10,20,15.54545455,1
55,Male,18,5,5,22,14.83333333,1
42,Female,2,21,5,23,70,1
52,Male,37,3,3,23,14.86486486,1
23,Male,5,5,4,29,88.8,1
35,Female,48,17,2,30,10.27083333,1
55,Female,20,16,2,24,45.5,1
62,Male,26,5,4,25,26.03846154,1
42,Female,60,17,10,16,10.75,1
28,Female,31,6,10,1,8,1
63,Male,30,11,2,18,5.4,1
52,Male,25,21,6,7,30.96,1
30,Female,18,23,8,1,54.72222222,1
65,Male,22,30,9,22,21.36363636,1
23,Female,12,12,0,2,12.08333333,1
51,Female,7,25,3,16,20,1
33,Female,6,2,0,16,144.3333333,1
56,Female,33,5,0,24,22.12121212,1
32,Male,19,27,8,26,41.57894737,1
46,Female,2,5,7,4,125,1
44,Female,46,23,4,24,17.04347826,1
47,Male,26,22,3,16,24.11538462,1
31,Male,30,24,10,4,21.23333333,1
55,Female,52,25,6,30,18.21153846,1
31,Female,27,17,10,18,28.33333333,1
62,Female,4,1,8,25,140.75,1
20,Female,43,29,7,19,9.279069767,1
59,Female,54,22,2,20,7.777777778,1
61,Female,8,2,6,16,75.125,1
28,Female,48,29,6,2,18.14583333,1
39,Female,55,13,8,14,6.054545455,1
57,Male,23,3,0,19,7.913043478,1
45,Male,21,2,2,12,8.285714286,1
64,Male,8,27,4,9,115.25,1
64,Female,17,6,4,7,50.76470588,1
65,Male,51,22,7,10,9.156862745,1
34,Male,20,30,0,27,5.1,1
27,Male,50,20,8,13,12.06,1
58,Female,25,10,4,13,8.28,1
54,Female,35,24,2,17,22.45714286,1
30,Male,58,2,8,29,10.17241379,1
35,Female,28,14,4,18,9.071428571,1
40,Female,25,24,4,4,21.44,1
56,Female,34,18,10,13,8.088235294,1
30,Male,12,22,4,4,83.16666667,1
48,Male,30,3,2,28,10.66666667,1
50,Female,19,18,6,16,42.68421053,1
36,Male,59,1,5,9,16.79661017,1
22,Female,15,25,4,7,11.53333333,1
41,Male,47,22,1,9,10.38297872,1
30,Female,27,1,9,6,10.03703704,1
27,Female,19,16,3,26,17.10526316,1
51,Female,51,8,7,21,16.82352941,1
33,Male,38,13,2,2,8.605263158,1
52,Female,5,11,0,16,115,1
28,Male,23,20,7,28,8.52173913,1
18,Female,18,30,5,20,7.722222222,1
51,Male,38,19,9,5,22.10526316,1
19,Male,23,16,9,4,24.95652174,1
42,Female,38,21,4,21,3.394736842,1
56,Female,12,4,1,19,46.75,1
58,Female,23,22,3,18,34.43478261,1
60,Male,22,6,6,4,31.18181818,1
26,Female,11,2,8,29,15.09090909,1
56,Male,1,4,9,26,301,1
47,Female,48,23,3,7,10.02083333,1
59,Female,13,18,5,5,13.15384615,1
55,Male,40,1,8,19,23.65,1
32,Male,21,24,5,24,32.80952381,1
34,Male,10,1,2,14,30.4,1
28,Male,55,17,5,22,8.090909091,1
56,Male,9,14,3,3,84.33333333,1
33,Female,35,26,0,29,17.14285714,1
52,Female,55,27,3,17,17.70909091,1
34,Female,16,2,6,16,62.25,1
25,Male,14,29,0,25,71,1
58,Female,35,22,1,13,22.05714286,1
19,Male,53,14,9,0,18.20754717,1
28,Male,43,28,4,14,17.20930233,1
20,Male,21,17,9,5,15.66666667,1
51,Female,18,13,2,28,27.55555556,1
51,Male,19,17,0,29,14.36842105,1
49,Female,37,28,0,22,25.05405405,1
59,Female,17,11,4,5,19.82352941,1
18,Male,29,28,6,20,16.82758621,1
44,Male,19,2,3,9,25.78947368,1
35,Male,12,4,0,1,15.16666667,1
41,Female,23,17,10,25,34,1
45,Female,56,10,1,21,16.42857143,1
64,Male,54,16,3,16,4.666666667,1
30,Female,57,19,6,16,4.771929825,1
22,Female,24,10,9,1,36.16666667,1
52,Male,28,13,10,4,14.21428571,1
63,Male,53,1,5,22,3.547169811,1
42,Male,4,20,7,30,180.5,1
29,Female,47,20,0,4,6.638297872,1
39,Male,55,16,1,22,18.01818182,1
62,Male,15,1,8,18,7.466666667,1
56,Male,35,30,6,8,21.8,1
64,Male,6,25,3,29,91.66666667,1
46,Male,19,21,5,5,49.47368421,1
23,Female,34,24,9,25,29,1
35,Male,54,17,1,2,12.81481481,1
41,Female,42,9,5,13,15.0952381,1
50,Female,13,27,10,10,35.61538462,1
36,Male,25,30,6,6,11.12,1
35,Female,13,29,8,1,28.07692308,1
37,Male,53,2,8,9,10.96226415,1
18,Male,28,6,8,6,9.321428571,1
57,Male,19,22,9,9,33.31578947,1
53,Female,25,28,6,2,16.76,1
37,Male,50,26,9,6,13.84,1
59,Female,25,11,2,12,37.92,1
41,Male,1,6,7,13,635,1
30,Female,10,10,1,29,54.1,1
35,Female,5,17,7,27,109.6,1
55,Male,21,29,0,7,23.04761905,1
25,Female,8,19,4,18,108.375,1
29,Male,8,15,9,2,78.625,1
19,Male,38,9,4,20,26.05263158,1
22,Male,46,4,9,9,13.43478261,1
51,Female,7,5,7,23,142,1
48,Female,26,1,3,14,4.769230769,1
46,Female,51,17,4,28,14.88235294,1
25,Female,10,30,9,16,70.9,1
27,Female,36,17,4,26,19.75,1
18,Male,8,5,2,17,51.375,1
42,Male,17,7,10,4,29.29411765,1
34,Female,31,29,4,18,21.03225806,1
23,Female,55,7,3,24,2.490909091,1
41,Female,59,25,6,16,14.88135593,1
19,Male,13,1,5,3,67.46153846,1
32,Male,18,7,10,10,33.88888889,1
50,Male,20,20,2,21,5.3,1
37,Male,45,22,10,15,6.133333333,1
59,Male,34,20,4,2,17.82352941,1
55,Female,24,29,4,21,12.16666667,1
50,Male,32,3,6,23,4.65625,1
20,Female,7,3,10,11,135.5714286,1
56,Female,37,1,3,30,20.45945946,1
20,Male,4,19,4,3,39.75,1
25,Male,27,10,7,2,6.185185185,1
31,Female,59,13,1,8,10.01694915,1
48,Male,38,12,7,15,7.394736842,1
53,Male,45,20,6,23,6.177777778,1
62,Male,33,29,4,4,24.48484848,1
63,Male,55,25,3,18,3.218181818,1
51,Female,9,10,8,17,74,1
30,Female,29,18,4,5,12.55172414,1
30,Male,13,9,6,2,67.23076923,1
21,Male,46,15,4,22,2.543478261,1
52,Female,43,16,9,12,9.651162791,1
57,Male,33,19,4,27,27.48484848,1
55,Female,60,3,8,23,15.58333333,1
18,Male,11,2,2,14,32.27272727,1
46,Male,54,21,2,1,6.203703704,1
36,Male,3,18,8,5,272.3333333,1
54,Female,47,1,2,12,10.0212766,1
43,Male,58,11,7,4,5.931034483,1
63,Female,22,18,7,16,15.31818182,1
22,Male,12,12,3,16,81.58333333,1
64,Female,11,4,1,13,64.72727273,1
48,Female,14,22,10,28,69.92857143,1
24,Male,39,16,5,12,25.02564103,1
37,Male,36,18,10,6,22.27777778,1
35,Male,55,5,2,30,8.036363636,1
59,Female,1,8,10,0,397,1
30,Female,60,13,2,29,3.783333333,1
40,Female,45,28,5,19,15.66666667,1
40,Female,4,21,6,12,211,1
61,Male,39,29,1,25,17.02564103,1
22,Male,35,10,2,0,7.714285714,1
56,Female,37,24,6,8,12.27027027,1
21,Female,10,29,1,0,35.3,1
26,Female,52,8,4,10,14.11538462,1
23,Male,58,4,6,14,6.913793103,1
32,Male,49,9,9,22,4.836734694,1
63,Female,35,30,2,0,27.8,1
42,Female,6,23,4,15,149.5,1
20,Female,16,24,5,21,14.9375,1
58,Female,52,4,4,0,3.211538462,1
63,Female,1,2,5,1,177,1
49,Female,35,20,7,1,19.74285714,1
43,Female,8,27,6,16,13.75,1
35,Female,60,12,2,15,3.216666667,1
29,Female,8,11,5,13,20.625,1
32,Female,45,27,10,21,4.977777778,1
51,Female,59,19,5,8,4.949152542,1
45,Male,32,17,5,29,22.625,1
63,Female,60,4,8,23,7.3,1
64,Female,3,7,3,19,310.3333333,1
20,Male,26,27,4,14,9.923076923,1
20,Male,50,10,5,11,5.86,1
26,Male,8,5,9,10,121.75,1
45,Female,44,27,6,9,15.13636364,1
42,Female,34,12,6,29,7.764705882,1
55,Male,26,26,2,8,6.307692308,1
34,Male,47,25,8,17,15.76595745,1
53,Male,47,29,10,0,11.72340426,1
19,Male,23,18,1,0,15.60869565,1
24,Male,42,13,1,27,11.88095238,1
30,Female,13,5,5,26,32.23076923,1
55,Male,55,11,7,5,11.16363636,1
51,Female,16,15,1,18,31.0625,1
43,Female,12,29,0,11,16.91666667,1
39,Male,43,14,5,23,19.72093023,1
27,Male,60,20,0,10,8.183333333,1
51,Male,14,24,3,23,58.21428571,1
25,Female,12,7,9,6,60,1
40,Male,14,12,5,16,7.428571429,1
33,Male,1,6,0,26,951,1
18,Female,7,23,6,4,58.14285714,1
18,Female,33,29,5,28,13.72727273,1
57,Female,43,14,6,27,21.8372093,1
26,Male,46,10,3,16,19.17391304,1
57,Male,6,2,4,2,53.16666667,1
32,Female,48,23,1,16,18.33333333,1
48,Male,47,17,1,2,5.212765957,1
26,Male,27,17,1,23,8.851851852,1
46,Female,54,14,8,19,2.092592593,1
40,Female,21,22,1,19,41.04761905,1
59,Female,1,25,10,28,896,1
60,Female,58,6,6,8,2.465517241,1
24,Male,57,19,5,7,5.385964912,1
54,Male,29,23,0,7,21.27586207,1
57,Male,51,19,9,7,6.411764706,1
52,Male,43,30,0,27,10.37209302,1
42,Female,21,6,3,15,5.619047619,1
29,Male,35,22,6,20,22.65714286,1
53,Male,40,12,8,0,11.85,1
32,Female,10,2,7,24,25.9,1
36,Male,45,16,10,22,8.755555556,1
61,Female,23,21,0,3,22.86956522,1
30,Female,12,23,4,9,43.16666667,1
38,Male,56,4,1,24,13.78571429,1
48,Male,20,24,0,13,8.7,1
49,Male,45,1,0,10,10.02222222,1
28,Male,56,9,4,8,5.553571429,1
28,Male,13,15,6,13,59.92307692,1
45,Female,57,17,3,9,4.789473684,1
63,Female,7,4,8,23,24.14285714,1
41,Male,18,16,6,18,11.77777778,1
33,Female,58,14,8,11,5.24137931,1
35,Male,14,3,2,10,44.85714286,1
51,Female,33,13,2,13,9.333333333,1
28,Female,38,10,2,26,23.73684211,1
27,Female,14,28,7,30,65.28571429,1
45,Female,36,16,7,28,23.25,1
39,Female,24,2,8,6,26.5,1
21,Female,21,21,3,22,30,1
23,Male,49,20,1,9,8.408163265,1
28,Female,23,8,1,27,17.60869565,1
39,Female,32,13,7,27,3.25,1
59,Female,56,16,10,22,16.28571429,1
31,Female,39,17,3,4,14.43589744,1
38,Female,25,3,2,12,16.2,1
63,Male,47,23,9,9,5.489361702,1
50,Male,20,3,6,11,32.15,1
41,Female,19,1,5,22,49.57894737,1
19,Male,49,10,7,18,9.367346939,1
35,Female,51,27,6,17,13.43137255,1
43,Male,45,24,10,13,11.82222222,1
38,Female,40,4,3,1,6.325,1
55,Male,52,29,8,4,10.80769231,1
51,Male,31,1,10,5,31.19354839,1
18,Male,35,6,9,8,19.14285714,1
41,Male,34,30,10,28,16.55882353,1
54,Female,18,2,7,0,28.55555556,1
62,Female,36,11,4,13,6.138888889,1
58,Female,3,29,4,27,234.6666667,1
52,Female,40,28,6,1,24.625,1
50,Female,60,25,6,11,14.41666667,1
61,Male,39,27,8,7,15.58974359,1
50,Female,58,23,9,1,10.82758621,1
52,Female,30,11,5,20,20.33333333,1
63,Female,10,29,6,30,38.2,1
36,Male,57,6,4,20,16.45614035,1
24,Female,57,4,10,24,4.157894737,1
34,Male,26,24,9,23,15.07692308,1
56,Male,44,25,4,17,14.09090909,1
57,Male,32,2,9,2,25.8125,1
39,Male,23,11,6,2,22.43478261,1
43,Female,1,3,1,29,571,1
50,Male,42,9,1,2,6.357142857,1
52,Female,60,13,7,4,14.16666667,1
53,Female,48,16,4,18,6.166666667,1
24,Male,46,1,10,22,7.456521739,1
38,Female,28,21,0,11,12.57142857,1
63,Male,11,6,4,5,30.54545455,1
45,Male,2,22,1,24,432.5,1
52,Female,44,28,4,17,7.727272727,1
44,Female,13,3,1,14,48.84615385,1
62,Male,29,1,9,26,28.75862069,1
34,Female,18,23,3,20,6.333333333,1
31,Male,2,18,0,14,475.5,1
42,Female,58,16,1,8,16.22413793,1
54,Male,27,26,6,1,19.07407407,1
45,Male,49,8,9,14,19.06122449,1
19,Male,7,7,8,11,28.28571429,1
52,Male,13,6,0,16,29.30769231,1
65,Male,16,20,0,4,49.125,1
44,Female,45,5,9,26,7.311111111,1
47,Male,15,18,3,28,40.8,1
56,Female,20,1,1,15,17,1
25,Female,6,19,7,14,153.3333333,1
49,Female,18,3,2,22,23.61111111,1
35,Male,46,22,0,14,9.630434783,1
21,Female,57,5,2,5,6.543859649,1
49,Female,27,30,4,11,16.88888889,1
48,Female,39,6,6,2,19.43589744,1
52,Male,30,8,0,7,5.966666667,1
54,Male,47,4,6,7,16.10638298,1
43,Male,6,2,6,12,125.8333333,1
41,Female,19,20,8,11,48.94736842,1
63,Male,38,13,1,1,13.21052632,1
43,Male,2,25,4,5,392,1
45,Male,49,22,9,6,10.81632653,1
29,Male,50,30,5,21,11.42,1
25,Male,24,3,9,19,15.95833333,1
21,Female,22,10,6,26,36.09090909,1
48,Female,29,27,4,3,29.03448276,1
41,Male,12,5,5,27,26.25,1
64,Female,30,23,2,24,22.13333333,1
44,Female,35,9,7,25,10.68571429,1
33,Male,51,18,1,15,12.39215686,1
60,Female,14,15,2,24,12.07142857,1
50,Male,32,4,10,30,25.3125,1
46,Female,12,21,2,11,60.08333333,1
23,Female,16,28,5,16,21.5,1
25,Male,9,13,9,13,92,1
28,Male,11,18,1,4,38.81818182,1
31,Female,14,30,10,21,46.57142857,1
45,Female,25,4,5,14,18.76,1
42,Male,19,15,0,27,42.36842105,1
59,Female,57,1,7,3,5.298245614,1
33,Female,59,14,7,9,10.22033898,1
38,Female,8,20,2,15,107.625,1
48,Male,49,19,3,28,13.36734694,1
36,Male,48,19,3,20,10.875,1
63,Male,17,6,8,23,44.70588235,1
34,Male,19,27,4,9,7,1
36,Female,16,24,9,26,20.0625,1
56,Female,39,9,9,18,4.256410256,1
23,Female,50,8,9,5,3.38,1
55,Female,14,25,8,18,39.07142857,1
28,Male,20,2,7,3,41.95,1
44,Female,24,22,10,18,30.33333333,1
53,Female,10,26,8,5,17.9,1
35,Female,59,8,5,7,15.72881356,1
32,Male,53,6,5,11,6.245283019,1
43,Female,15,30,10,11,20.86666667,1
63,Male,21,2,2,14,34.04761905,1
33,Male,27,23,5,6,11.48148148,1
65,Male,9,14,1,25,22.88888889,1
33,Female,26,29,1,30,9.615384615,1
55,Male,14,29,9,24,54,1
19,Male,22,10,6,9,40.86363636,1
23,Female,10,15,5,22,75.8,1
22,Male,23,20,7,25,36.91304348,1
63,Female,18,28,4,22,42.61111111,1
20,Male,5,27,5,6,76.4,1
44,Male,10,14,8,8,62.4,1
34,Male,47,13,0,7,8.808510638,1
36,Female,30,21,6,18,30.16666667,1
36,Female,53,25,10,22,14.41509434,1
29,Male,35,5,2,30,13,1
54,Female,22,28,5,23,27.63636364,1
52,Female,46,24,9,23,16.23913043,1
54,Male,50,18,10,30,9.78,1
30,Female,31,28,1,16,26.4516129,1
53,Female,50,1,4,11,7.32,1
35,Female,7,6,6,17,33.57142857,1
23,Female,7,5,5,20,60.42857143,1
63,Female,33,29,2,11,14.57575758,1
42,Male,58,5,8,20,6.155172414,1
19,Male,33,19,3,15,8.545454545,1
42,Male,9,26,6,26,57.88888889,1
56,Male,48,4,4,18,16.27083333,1
60,Female,40,22,9,1,11.625,1
51,Female,17,30,6,2,32.88235294,1
21,Male,15,18,4,6,59.26666667,1
48,Female,5,26,10,13,63.8,1
57,Male,3,2,8,30,37.66666667,1
26,Female,38,21,0,2,16.57894737,1
46,Female,11,23,5,14,78.63636364,1
57,Female,51,14,0,27,12.78431373,1
23,Male,16,4,0,0,43.25,1
64,Female,37,5,1,9,24.40540541,1
47,Male,18,10,9,12,11.61111111,1
35,Male,44,6,7,28,4.590909091,1
49,Male,22,8,10,11,42.40909091,1
62,Male,6,5,3,16,83.83333333,1
43,Female,47,8,8,11,5.70212766,1
43,Female,49,15,6,19,14.48979592,1
22,Female,26,27,9,10,35.15384615,1
61,Male,55,29,3,3,2.527272727,1
31,Male,49,17,3,16,7.163265306,1
55,Female,45,28,6,27,7.955555556,1
63,Male,25,21,3,5,32.92,1
51,Male,11,17,8,7,18.54545455,1
27,Male,50,6,3,0,13.92,1
36,Female,8,26,2,0,36.125,1
59,Male,46,23,0,19,5.282608696,1
53,Female,52,30,5,25,2.096153846,1
53,Male,28,1,3,17,19.82142857,1
18,Female,9,16,2,12,33.33333333,1
35,Female,26,8,9,16,24.57692308,1
43,Male,44,1,6,21,12.84090909,1
54,Female,52,22,2,14,17.71153846,1
51,Female,26,15,3,3,21.26923077,1
36,Female,5,2,0,8,33.4,1
44,Male,6,25,0,30,86.33333333,1
33,Female,53,3,5,6,15.11320755,1
62,Female,49,9,7,2,3.285714286,1
59,Male,39,6,1,20,22.94871795,1
20,Female,50,4,4,13,3.32,1
33,Female,53,20,3,6,2.79245283,1
56,Female,18,28,3,19,29.55555556,1
34,Male,23,1,2,11,32.43478261,1
42,Male,40,23,5,7,5.575,1
51,Female,38,17,1,30,18.02631579,1
49,Female,50,23,3,27,17.24,1
59,Male,3,3,4,25,329.6666667,1
43,Female,37,19,6,10,15.81081081,1
24,Male,39,6,2,28,4.948717949,1
33,Male,40,10,10,21,3.65,1
18,Female,11,25,3,21,53.18181818,1
52,Female,13,10,8,28,49.69230769,1
61,Male,18,8,1,6,44.27777778,1
63,Female,27,24,8,28,24.62962963,1
27,Male,12,18,5,8,67.41666667,1
54,Male,54,5,2,5,9.314814815,1
21,Male,43,19,6,1,2.813953488,1
57,Female,48,13,0,27,13.64583333,1
37,Male,47,16,1,17,4.723404255,1
64,Male,59,10,9,16,2.220338983,1
39,Female,17,28,7,29,33.94117647,1
36,Male,34,12,4,29,15.52941176,1
23,Female,60,13,4,25,10.98333333,1
54,Female,19,2,5,10,17.89473684,1
65,Female,3,27,9,18,204,1
44,Female,57,20,10,4,11.73684211,1
20,Male,60,17,5,8,11.95,1
37,Female,58,15,3,7,11.79310345,1
39,Female,40,27,0,21,12.9,1
34,Male,46,28,6,24,14.34782609,1
49,Male,8,21,6,12,16.5,1
35,Male,21,16,4,17,13.85714286,1
61,Male,42,29,7,30,21.64285714,1
60,Male,54,9,2,20,17.01851852,1
58,Male,10,8,10,26,73.5,1
28,Female,28,14,7,2,18.14285714,1
46,Male,11,5,8,8,47.72727273,1
23,Male,24,11,0,2,5.416666667,1
63,Male,46,26,6,30,16.82608696,1
49,Male,35,5,8,23,22.57142857,1
52,Male,52,4,3,21,16.01923077,1
22,Female,60,29,1,15,4.733333333,1
39,Male,30,30,6,5,28.53333333,1
29,Female,26,23,8,16,23.53846154,1
65,Male,14,11,5,6,11.92857143,1
54,Male,16,20,4,17,7,1
32,Female,12,12,7,30,26.58333333,1
58,Male,45,8,6,24,12.62222222,1
26,Male,26,12,3,25,24.69230769,1
51,Male,35,9,1,25,18.4,1
23,Female,26,27,7,26,36.53846154,1
51,Male,58,9,2,13,8.137931034,1
40,Female,20,15,9,29,43.45,1
18,Female,56,26,5,6,2.410714286,1
32,Female,38,18,8,5,13.84210526,1
23,Male,42,28,10,8,4.404761905,1
64,Male,13,22,0,3,26.84615385,1
18,Male,10,24,10,27,64.2,1
55,Female,40,5,8,14,18.225,1
21,Female,45,8,6,19,8.133333333,1
34,Female,13,10,1,18,62.84615385,1
35,Female,21,19,7,23,19.0952381,1
22,Male,34,30,3,30,14.97058824,1
40,Female,33,16,1,2,19.12121212,1
29,Female,27,3,6,5,23.66666667,1
56,Female,51,19,5,27,8.254901961,1
65,Male,47,18,10,17,8.063829787,1
60,Male,36,24,5,16,10.66666667,1
36,Male,21,18,5,11,15.76190476,1
56,Male,49,7,5,0,2.142857143,1
49,Male,47,30,1,10,7.659574468,1
52,Female,46,27,10,7,14.34782609,1
38,Male,54,28,5,15,14.33333333,1
59,Female,24,9,1,24,40.91666667,1
53,Female,49,18,9,12,16.46938776,1
53,Male,22,11,4,28,43.68181818,1
44,Female,42,12,10,30,3.404761905,1
24,Female,29,24,7,4,14.10344828,1
18,Female,6,8,0,4,155.3333333,1
31,Male,1,19,7,11,724,1
38,Female,5,21,3,22,101.4,1
60,Female,8,25,5,17,109.125,1
56,Male,40,12,10,10,2.65,1
36,Male,51,10,8,22,6.529411765,1
33,Male,24,27,6,12,7.25,1
63,Female,22,17,10,18,42.86363636,1
55,Male,48,16,10,20,10.52083333,1
36,Female,33,26,2,1,26.51515152,1
57,Male,37,1,7,15,4,1
21,Female,46,23,9,15,5.891304348,1
26,Female,19,21,5,19,14.31578947,1
50,Male,59,24,8,24,8.016949153,1
60,Male,60,20,7,28,7.133333333,1
47,Female,24,13,9,25,22,1
43,Male,37,14,3,4,4.324324324,1
33,Female,38,3,8,13,22.78947368,1
54,Female,32,11,0,4,19.25,1
28,Male,26,9,8,21,10.19230769,1
49,Male,54,4,4,27,4.703703704,1
52,Female,18,16,9,16,13.66666667,1
23,Female,59,14,0,29,7.898305085,1
51,Female,23,20,5,19,39.82608696,1
64,Male,51,14,6,12,4.823529412,1
65,Female,11,18,10,6,53.45454545,1
